GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C02_001E,S0101_C02_001M,S0101_C03_001E,S0101_C03_001M,S0101_C04_001E,S0101_C04_001M
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Percent!!Total population,Margin of Error!!Percent MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population
1400000US36047032500,"Census Tract 325, Kings County, New York",6685,558,(X),(X),3108,424,(X),(X)
1400000US36047032600,"Census Tract 326, Kings County, New York",7507,725,(X),(X),3031,591,(X),(X)
1400000US36047032700,"Census Tract 327, Kings County, New York",2465,350,(X),(X),1087,280,(X),(X)
1400000US36047032800,"Census Tract 328, Kings County, New York",2593,232,(X),(X),1198,173,(X),(X)
1400000US36047032900,"Census Tract 329, Kings County, New York",6224,568,(X),(X),2765,427,(X),(X)
1400000US36047033000,"Census Tract 330, Kings County, New York",5267,528,(X),(X),2586,306,(X),(X)
1400000US36047033100,"Census Tract 331, Kings County, New York",4064,400,(X),(X),2091,263,(X),(X)
1400000US36047033300,"Census Tract 333, Kings County, New York",4609,591,(X),(X),2117,313,(X),(X)
1400000US36047033500,"Census Tract 335, Kings County, New York",3089,413,(X),(X),1607,236,(X),(X)
1400000US36047033600,"Census Tract 336, Kings County, New York",4479,529,(X),(X),2181,294,(X),(X)
1400000US36047033700,"Census Tract 337, Kings County, New York",3920,407,(X),(X),1740,248,(X),(X)
1400000US36047033900,"Census Tract 339, Kings County, New York",4711,441,(X),(X),2410,358,(X),(X)
1400000US36047034000,"Census Tract 340, Kings County, New York",2210,246,(X),(X),1040,153,(X),(X)
1400000US36047034100,"Census Tract 341, Kings County, New York",2937,355,(X),(X),1442,277,(X),(X)
1400000US36047034200,"Census Tract 342, Kings County, New York",6270,656,(X),(X),2408,341,(X),(X)
1400000US36047034300,"Census Tract 343, Kings County, New York",5235,450,(X),(X),1945,290,(X),(X)
1400000US36047034500,"Census Tract 345, Kings County, New York",3085,427,(X),(X),1488,321,(X),(X)
1400000US36047034700,"Census Tract 347, Kings County, New York",3740,608,(X),(X),1729,351,(X),(X)
1400000US36047034800,"Census Tract 348, Kings County, New York",2819,428,(X),(X),1550,298,(X),(X)
1400000US36047034900,"Census Tract 349, Kings County, New York",6113,532,(X),(X),2699,314,(X),(X)
1400000US36047035000,"Census Tract 350, Kings County, New York",3017,267,(X),(X),1231,207,(X),(X)
1400000US36047035100,"Census Tract 351, Kings County, New York",4295,490,(X),(X),1744,343,(X),(X)
1400000US36047035200,"Census Tract 352, Kings County, New York",1114,226,(X),(X),467,143,(X),(X)
1400000US36047035300,"Census Tract 353, Kings County, New York",5091,519,(X),(X),2247,336,(X),(X)
1400000US36047035400,"Census Tract 354, Kings County, New York",5503,464,(X),(X),2455,360,(X),(X)
1400000US36047035500,"Census Tract 355, Kings County, New York",5374,537,(X),(X),2525,411,(X),(X)
1400000US36047035601,"Census Tract 356.01, Kings County, New York",3035,286,(X),(X),1465,222,(X),(X)
1400000US36047035602,"Census Tract 356.02, Kings County, New York",5219,360,(X),(X),2463,290,(X),(X)
1400000US36047035700,"Census Tract 357, Kings County, New York",2440,209,(X),(X),999,159,(X),(X)
1400000US36047035900,"Census Tract 359, Kings County, New York",5410,595,(X),(X),2241,370,(X),(X)
1400000US36047036001,"Census Tract 360.01, Kings County, New York",3152,221,(X),(X),1397,190,(X),(X)
1400000US36047036002,"Census Tract 360.02, Kings County, New York",4341,534,(X),(X),1789,372,(X),(X)
1400000US36047036100,"Census Tract 361, Kings County, New York",2830,356,(X),(X),1514,279,(X),(X)
1400000US36047036200,"Census Tract 362, Kings County, New York",3290,482,(X),(X),1615,250,(X),(X)
1400000US36047036300,"Census Tract 363, Kings County, New York",4716,501,(X),(X),2199,321,(X),(X)
1400000US36047036400,"Census Tract 364, Kings County, New York",2377,294,(X),(X),1182,187,(X),(X)
1400000US36047036501,"Census Tract 365.01, Kings County, New York",3254,456,(X),(X),1530,253,(X),(X)
1400000US36047036502,"Census Tract 365.02, Kings County, New York",1288,234,(X),(X),604,195,(X),(X)
1400000US36047036600,"Census Tract 366, Kings County, New York",4695,552,(X),(X),2256,310,(X),(X)
1400000US36047036700,"Census Tract 367, Kings County, New York",1333,187,(X),(X),663,164,(X),(X)
1400000US36047036900,"Census Tract 369, Kings County, New York",5907,613,(X),(X),3223,455,(X),(X)
1400000US36047037000,"Census Tract 370, Kings County, New York",4322,443,(X),(X),2054,273,(X),(X)
1400000US36047037100,"Census Tract 371, Kings County, New York",4570,526,(X),(X),2208,309,(X),(X)
1400000US36047037300,"Census Tract 373, Kings County, New York",4201,478,(X),(X),1812,392,(X),(X)
1400000US36047037401,"Census Tract 374.01, Kings County, New York",4238,398,(X),(X),1984,296,(X),(X)
1400000US36047037402,"Census Tract 374.02, Kings County, New York",5098,846,(X),(X),2684,459,(X),(X)
1400000US36047037500,"Census Tract 375, Kings County, New York",3221,411,(X),(X),1587,256,(X),(X)
1400000US36047037700,"Census Tract 377, Kings County, New York",4482,414,(X),(X),2078,251,(X),(X)
1400000US36047037900,"Census Tract 379, Kings County, New York",3878,352,(X),(X),1767,249,(X),(X)
1400000US36047038100,"Census Tract 381, Kings County, New York",5342,390,(X),(X),2118,304,(X),(X)
1400000US36047038200,"Census Tract 382, Kings County, New York",6188,716,(X),(X),2448,398,(X),(X)
1400000US36047038300,"Census Tract 383, Kings County, New York",4592,515,(X),(X),1960,297,(X),(X)
1400000US36047038500,"Census Tract 385, Kings County, New York",3788,571,(X),(X),1928,342,(X),(X)
1400000US36047038600,"Census Tract 386, Kings County, New York",3498,448,(X),(X),1825,259,(X),(X)
1400000US36047038700,"Census Tract 387, Kings County, New York",3991,513,(X),(X),1936,319,(X),(X)
1400000US36047038800,"Census Tract 388, Kings County, New York",4040,367,(X),(X),1988,217,(X),(X)
1400000US36047038900,"Census Tract 389, Kings County, New York",2994,385,(X),(X),1434,224,(X),(X)
1400000US36047039000,"Census Tract 390, Kings County, New York",2261,312,(X),(X),1222,206,(X),(X)
1400000US36047039100,"Census Tract 391, Kings County, New York",2782,411,(X),(X),1332,248,(X),(X)
1400000US36047039200,"Census Tract 392, Kings County, New York",3026,331,(X),(X),1321,167,(X),(X)
1400000US36047039300,"Census Tract 393, Kings County, New York",3790,485,(X),(X),2026,299,(X),(X)
1400000US36047039400,"Census Tract 394, Kings County, New York",2408,358,(X),(X),1186,216,(X),(X)
1400000US36047039500,"Census Tract 395, Kings County, New York",4076,624,(X),(X),2172,391,(X),(X)
1400000US36047039600,"Census Tract 396, Kings County, New York",2038,304,(X),(X),950,201,(X),(X)
1400000US36047039700,"Census Tract 397, Kings County, New York",3417,483,(X),(X),1548,318,(X),(X)
1400000US36047039800,"Census Tract 398, Kings County, New York",2737,260,(X),(X),1274,159,(X),(X)
1400000US36047039900,"Census Tract 399, Kings County, New York",3822,477,(X),(X),1784,318,(X),(X)
1400000US36047040000,"Census Tract 400, Kings County, New York",3325,335,(X),(X),1679,264,(X),(X)
1400000US36047040100,"Census Tract 401, Kings County, New York",3169,461,(X),(X),1570,265,(X),(X)
1400000US36047040200,"Census Tract 402, Kings County, New York",2857,280,(X),(X),1370,195,(X),(X)
1400000US36047040300,"Census Tract 403, Kings County, New York",3687,446,(X),(X),1662,205,(X),(X)
1400000US36047040400,"Census Tract 404, Kings County, New York",2391,213,(X),(X),1195,119,(X),(X)
1400000US36047040500,"Census Tract 405, Kings County, New York",1670,249,(X),(X),877,167,(X),(X)
1400000US36047040600,"Census Tract 406, Kings County, New York",3816,382,(X),(X),1786,231,(X),(X)
1400000US36047040700,"Census Tract 407, Kings County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36047040800,"Census Tract 408, Kings County, New York",3548,522,(X),(X),1849,309,(X),(X)
1400000US36047040900,"Census Tract 409, Kings County, New York",3534,477,(X),(X),1723,298,(X),(X)
1400000US36047041000,"Census Tract 410, Kings County, New York",2096,230,(X),(X),1004,146,(X),(X)
1400000US36047041100,"Census Tract 411, Kings County, New York",3041,482,(X),(X),1543,330,(X),(X)
1400000US36047041200,"Census Tract 412, Kings County, New York",3168,430,(X),(X),1671,283,(X),(X)
1400000US36047041300,"Census Tract 413, Kings County, New York",3965,467,(X),(X),1854,301,(X),(X)
1400000US36047041401,"Census Tract 414.01, Kings County, New York",1612,345,(X),(X),815,197,(X),(X)
1400000US36047041402,"Census Tract 414.02, Kings County, New York",1763,247,(X),(X),900,138,(X),(X)
1400000US36047041500,"Census Tract 415, Kings County, New York",4192,540,(X),(X),1925,313,(X),(X)
1400000US36047041600,"Census Tract 416, Kings County, New York",2304,257,(X),(X),1179,146,(X),(X)
1400000US36047041700,"Census Tract 417, Kings County, New York",3101,349,(X),(X),1474,268,(X),(X)
1400000US36047041800,"Census Tract 418, Kings County, New York",2622,309,(X),(X),1288,171,(X),(X)
1400000US36047041900,"Census Tract 419, Kings County, New York",3614,408,(X),(X),1583,225,(X),(X)
1400000US36047042000,"Census Tract 420, Kings County, New York",1640,189,(X),(X),837,115,(X),(X)
1400000US36047042100,"Census Tract 421, Kings County, New York",4226,670,(X),(X),2029,357,(X),(X)
1400000US36047042200,"Census Tract 422, Kings County, New York",3586,410,(X),(X),2018,280,(X),(X)
1400000US36047042300,"Census Tract 423, Kings County, New York",4222,449,(X),(X),2109,313,(X),(X)
1400000US36047042400,"Census Tract 424, Kings County, New York",3641,464,(X),(X),1966,257,(X),(X)
1400000US36047042500,"Census Tract 425, Kings County, New York",3104,324,(X),(X),1595,240,(X),(X)
1400000US36047042600,"Census Tract 426, Kings County, New York",4282,423,(X),(X),1867,185,(X),(X)
1400000US36047042700,"Census Tract 427, Kings County, New York",5064,456,(X),(X),2532,317,(X),(X)
1400000US36047042800,"Census Tract 428, Kings County, New York",3879,393,(X),(X),1880,245,(X),(X)
1400000US36047042900,"Census Tract 429, Kings County, New York",5326,494,(X),(X),2741,354,(X),(X)
1400000US36047043000,"Census Tract 430, Kings County, New York",3492,447,(X),(X),1715,297,(X),(X)
1400000US36047043100,"Census Tract 431, Kings County, New York",4936,510,(X),(X),2610,301,(X),(X)
1400000US36047043200,"Census Tract 432, Kings County, New York",4323,405,(X),(X),2111,308,(X),(X)
1400000US36047043300,"Census Tract 433, Kings County, New York",4014,496,(X),(X),1940,245,(X),(X)
1400000US36047043400,"Census Tract 434, Kings County, New York",3389,419,(X),(X),1664,262,(X),(X)
1400000US36047043500,"Census Tract 435, Kings County, New York",4912,497,(X),(X),2557,370,(X),(X)
1400000US36047043600,"Census Tract 436, Kings County, New York",4678,570,(X),(X),2259,344,(X),(X)
1400000US36047043700,"Census Tract 437, Kings County, New York",5795,480,(X),(X),3067,404,(X),(X)
1400000US36047043800,"Census Tract 438, Kings County, New York",2716,238,(X),(X),1260,149,(X),(X)
1400000US36047043900,"Census Tract 439, Kings County, New York",3706,431,(X),(X),1870,302,(X),(X)
1400000US36047044000,"Census Tract 440, Kings County, New York",2862,332,(X),(X),1394,199,(X),(X)
1400000US36047044100,"Census Tract 441, Kings County, New York",5094,624,(X),(X),2394,388,(X),(X)
1400000US36047044200,"Census Tract 442, Kings County, New York",2950,374,(X),(X),1388,210,(X),(X)
1400000US36047044300,"Census Tract 443, Kings County, New York",5014,451,(X),(X),2754,337,(X),(X)
1400000US36047044400,"Census Tract 444, Kings County, New York",3310,441,(X),(X),1592,288,(X),(X)
1400000US36047044500,"Census Tract 445, Kings County, New York",4796,473,(X),(X),2479,330,(X),(X)
1400000US36047044600,"Census Tract 446, Kings County, New York",2171,300,(X),(X),1111,185,(X),(X)
1400000US36047044700,"Census Tract 447, Kings County, New York",2378,397,(X),(X),1027,193,(X),(X)
1400000US36047044800,"Census Tract 448, Kings County, New York",1965,353,(X),(X),967,212,(X),(X)
1400000US36047044900,"Census Tract 449, Kings County, New York",3237,627,(X),(X),1567,483,(X),(X)
1400000US36047045000,"Census Tract 450, Kings County, New York",537,173,(X),(X),263,101,(X),(X)
1400000US36047045200,"Census Tract 452, Kings County, New York",2658,303,(X),(X),1285,194,(X),(X)
1400000US36047045300,"Census Tract 453, Kings County, New York",2482,327,(X),(X),1494,284,(X),(X)
1400000US36047045400,"Census Tract 454, Kings County, New York",1645,239,(X),(X),869,144,(X),(X)
1400000US36047045600,"Census Tract 456, Kings County, New York",2376,298,(X),(X),1205,227,(X),(X)
1400000US36047045800,"Census Tract 458, Kings County, New York",1508,209,(X),(X),846,121,(X),(X)
1400000US36047046000,"Census Tract 460, Kings County, New York",3568,554,(X),(X),1737,254,(X),(X)
1400000US36047046201,"Census Tract 462.01, Kings County, New York",2399,364,(X),(X),1060,191,(X),(X)
1400000US36047046202,"Census Tract 462.02, Kings County, New York",2041,316,(X),(X),972,191,(X),(X)
1400000US36047046400,"Census Tract 464, Kings County, New York",2768,394,(X),(X),1439,242,(X),(X)
1400000US36047046800,"Census Tract 468, Kings County, New York",2220,385,(X),(X),1123,196,(X),(X)
1400000US36047047000,"Census Tract 470, Kings County, New York",2708,334,(X),(X),1503,223,(X),(X)
1400000US36047047200,"Census Tract 472, Kings County, New York",2579,400,(X),(X),1243,215,(X),(X)
1400000US36047047400,"Census Tract 474, Kings County, New York",2513,317,(X),(X),1383,221,(X),(X)
1400000US36047047600,"Census Tract 476, Kings County, New York",3800,671,(X),(X),2032,444,(X),(X)
1400000US36047047700,"Census Tract 477, Kings County, New York",3761,361,(X),(X),1804,224,(X),(X)
1400000US36047047800,"Census Tract 478, Kings County, New York",4538,701,(X),(X),2466,423,(X),(X)
1400000US36047048000,"Census Tract 480, Kings County, New York",3883,513,(X),(X),1954,331,(X),(X)
1400000US36047048100,"Census Tract 481, Kings County, New York",3066,264,(X),(X),1392,220,(X),(X)
1400000US36047048200,"Census Tract 482, Kings County, New York",5314,468,(X),(X),2675,310,(X),(X)
1400000US36047048400,"Census Tract 484, Kings County, New York",5711,558,(X),(X),3019,319,(X),(X)
1400000US36047048500,"Census Tract 485, Kings County, New York",2614,229,(X),(X),1512,173,(X),(X)
1400000US36047048600,"Census Tract 486, Kings County, New York",3292,295,(X),(X),1717,194,(X),(X)
1400000US36047048800,"Census Tract 488, Kings County, New York",3918,378,(X),(X),1834,308,(X),(X)
1400000US36047048900,"Census Tract 489, Kings County, New York",3506,355,(X),(X),1442,211,(X),(X)
1400000US36047049000,"Census Tract 490, Kings County, New York",5373,689,(X),(X),2729,497,(X),(X)
1400000US36047049100,"Census Tract 491, Kings County, New York",6594,607,(X),(X),3184,477,(X),(X)
1400000US36047049200,"Census Tract 492, Kings County, New York",3038,355,(X),(X),1519,200,(X),(X)
1400000US36047049300,"Census Tract 493, Kings County, New York",7471,683,(X),(X),3567,488,(X),(X)
1400000US36047049400,"Census Tract 494, Kings County, New York",5607,608,(X),(X),2757,392,(X),(X)
1400000US36047049500,"Census Tract 495, Kings County, New York",2654,254,(X),(X),1430,206,(X),(X)
1400000US36047049600,"Census Tract 496, Kings County, New York",4303,423,(X),(X),2158,244,(X),(X)
1400000US36047049700,"Census Tract 497, Kings County, New York",2882,268,(X),(X),1505,204,(X),(X)
1400000US36047049800,"Census Tract 498, Kings County, New York",4268,357,(X),(X),2153,280,(X),(X)
1400000US36047049900,"Census Tract 499, Kings County, New York",1827,213,(X),(X),1031,162,(X),(X)
1400000US36047050000,"Census Tract 500, Kings County, New York",3918,350,(X),(X),1884,234,(X),(X)
1400000US36047050100,"Census Tract 501, Kings County, New York",3174,311,(X),(X),1416,220,(X),(X)
1400000US36047050202,"Census Tract 502.02, Kings County, New York",2360,213,(X),(X),1136,146,(X),(X)
1400000US36047050300,"Census Tract 503, Kings County, New York",2591,228,(X),(X),1197,183,(X),(X)
1400000US36047050400,"Census Tract 504, Kings County, New York",4534,429,(X),(X),2243,314,(X),(X)
1400000US36047050500,"Census Tract 505, Kings County, New York",3817,340,(X),(X),1707,245,(X),(X)
1400000US36047050600,"Census Tract 506, Kings County, New York",5653,531,(X),(X),2881,340,(X),(X)
1400000US36047050700,"Census Tract 507, Kings County, New York",2867,250,(X),(X),1502,184,(X),(X)
1400000US36047050801,"Census Tract 508.01, Kings County, New York",4088,455,(X),(X),1797,311,(X),(X)
1400000US36047050803,"Census Tract 508.03, Kings County, New York",2383,327,(X),(X),1071,181,(X),(X)
1400000US36047050804,"Census Tract 508.04, Kings County, New York",6068,581,(X),(X),2907,448,(X),(X)
1400000US36047050900,"Census Tract 509, Kings County, New York",5024,449,(X),(X),2851,332,(X),(X)
1400000US36047051001,"Census Tract 510.01, Kings County, New York",4168,401,(X),(X),1846,250,(X),(X)
1400000US36047051002,"Census Tract 510.02, Kings County, New York",4608,346,(X),(X),2186,268,(X),(X)
1400000US36047051100,"Census Tract 511, Kings County, New York",4262,333,(X),(X),2188,255,(X),(X)
1400000US36047051200,"Census Tract 512, Kings County, New York",6103,597,(X),(X),2819,389,(X),(X)
1400000US36047051300,"Census Tract 513, Kings County, New York",5406,508,(X),(X),2478,326,(X),(X)
1400000US36047051400,"Census Tract 514, Kings County, New York",7942,668,(X),(X),3620,426,(X),(X)
1400000US36047051500,"Census Tract 515, Kings County, New York",2289,173,(X),(X),1148,137,(X),(X)
1400000US36047051601,"Census Tract 516.01, Kings County, New York",5201,577,(X),(X),2259,372,(X),(X)
1400000US36047051602,"Census Tract 516.02, Kings County, New York",4013,389,(X),(X),1796,258,(X),(X)
1400000US36047051700,"Census Tract 517, Kings County, New York",2529,216,(X),(X),1299,162,(X),(X)
